"","Geography","County","State","Total Population","Percent one race","Percent White alone","Percent Black alone","Percent Native American alone","Percent Asian alone","Percent Pacific Islander alone","Percent Other alone","Percent multiracial","Percent Hispanic or Latino","Estimated Median Household Income","Percent high school graduate or higher 25 years and over","Percent bachelor's degree or higher 25 years and over","rank"
"165","0500000US05105","Perry","Arkansas",10019,"94.34%","91.48%","1.07%","0.54%","0.12%","0.01%","1.13%","5.66%","3.31%",53980,"91.0","15.2",62
"166","0500000US05107","Phillips","Arkansas",16568,"97.53%","33.90%","62.43%","0.27%","0.39%","0.02%","0.53%","2.47%","2.14%",37458,"82.0","15.2",46
"167","0500000US05109","Pike","Arkansas",10171,"93.83%","85.35%","2.37%","0.92%","0.16%","0.02%","5.00%","6.17%","6.82%",49248,"88.7","18.5",61
"168","0500000US05111","Poinsett","Arkansas",22965,"94.92%","84.44%","7.76%","0.44%","0.27%","0.00%","2.01%","5.08%","3.58%",43440,"81.8","11.5",27
"169","0500000US05113","Polk","Arkansas",19221,"91.37%","85.47%","0.22%","1.90%","0.52%","0.05%","3.21%","8.63%","6.70%",48449,"88.0","16.3",35
"170","0500000US05115","Pope","Arkansas",63381,"91.86%","81.11%","3.31%","0.96%","1.07%","0.04%","5.36%","8.14%","9.95%",51678,"85.3","23.9",12
"171","0500000US05117","Prairie","Arkansas",8282,"96.35%","84.09%","11.17%","0.28%","0.25%","0.04%","0.53%","3.65%","2.06%",47045,"85.6","16.0",67
"172","0500000US05119","Pulaski","Arkansas",399125,"93.66%","49.91%","35.97%","0.56%","2.51%","0.06%","4.66%","6.34%","6.35%",58326,"92.1","37.0",1
"173","0500000US05121","Randolph","Arkansas",18571,"95.42%","89.84%","0.75%","0.47%","0.40%","3.21%","0.75%","4.58%","2.46%",45993,"87.4","15.5",37
"174","0500000US05123","St. Francis","Arkansas",23090,"97.45%","41.36%","54.40%","0.28%","0.55%","0.03%","0.82%","2.55%","5.52%",39822,"84.2","13.3",26
"175","0500000US05125","Saline","Arkansas",123416,"93.54%","79.72%","8.44%","0.67%","1.19%","0.06%","3.46%","6.46%","5.46%",73236,"91.9","28.5",6
"176","0500000US05127","Scott","Arkansas",9836,"92.49%","83.47%","0.36%","2.15%","2.83%","0.05%","3.64%","7.51%","8.34%",45340,"83.8","12.0",63
"177","0500000US05129","Searcy","Arkansas",7828,"92.90%","90.99%","0.06%","0.93%","0.26%","0.06%","0.59%","7.10%","3.05%",42063,"82.0","14.9",68
"178","0500000US05131","Sebastian","Arkansas",127799,"89.26%","67.94%","6.31%","2.26%","4.53%","0.08%","8.14%","10.74%","15.17%",54047,"85.0","23.9",4
"179","0500000US05133","Sevier","Arkansas",15839,"88.71%","60.57%","3.65%","3.02%","0.41%","1.57%","19.50%","11.29%","34.46%",53567,"73.5","11.7",49
"180","0500000US05135","Sharp","Arkansas",17271,"94.59%","91.92%","0.68%","0.73%","0.35%","0.12%","0.79%","5.41%","2.58%",43332,"84.6","11.5",40
"181","0500000US05137","Stone","Arkansas",12359,"94.93%","92.95%","0.17%","0.83%","0.24%","0.02%","0.71%","5.07%","2.01%",37664,"86.1","14.4",55
"182","0500000US05139","Union","Arkansas",39054,"95.86%","59.45%","32.59%","0.38%","0.72%","0.04%","2.68%","4.14%","4.08%",49745,"87.2","18.5",19
"183","0500000US05141","Van Buren","Arkansas",15796,"94.65%","91.70%","0.49%","0.84%","0.35%","0.00%","1.27%","5.35%","3.48%",45768,"84.4","16.8",50
"184","0500000US05143","Washington","Arkansas",245871,"89.50%","68.47%","3.52%","1.45%","2.33%","3.58%","10.15%","10.50%","17.41%",61985,"87.0","34.5",3
"185","0500000US05145","White","Arkansas",76822,"93.36%","84.92%","4.85%","0.48%","0.81%","0.04%","2.26%","6.64%","4.69%",51144,"86.3","20.5",9
"186","0500000US05147","Woodruff","Arkansas",6269,"94.93%","67.87%","25.73%","0.13%","0.35%","0.00%","0.85%","5.07%","0.49%",49608,"84.4","16.5",74
"187","0500000US05149","Yell","Arkansas",20263,"91.47%","75.66%","1.24%","0.97%","1.00%","0.06%","12.55%","8.53%","21.17%",55879,"77.4","13.8",33
"188","0500000US06001","Alameda","California",1682353,"88.66%","31.14%","9.80%","1.17%","32.41%","0.84%","13.30%","11.34%","21.97%",122488,"89.2","50.9",7
"189","0500000US06003","Alpine","California",1204,"90.12%","67.61%","0.83%","19.60%","1.00%","0.00%","1.08%","9.88%","17.69%",101125,"93.3","39.6",58
"190","0500000US06005","Amador","California",40474,"90.42%","76.85%","3.05%","1.87%","1.44%","0.20%","7.00%","9.58%","15.17%",74853,"90.5","20.6",46
"191","0500000US06007","Butte","California",211632,"88.34%","70.67%","1.72%","2.12%","4.98%","0.27%","8.58%","11.66%","18.13%",66085,"90.3","30.8",28
"192","0500000US06009","Calaveras","California",45292,"88.90%","80.18%","0.80%","1.65%","1.64%","0.22%","4.40%","11.10%","13.68%",77526,"92.6","21.4",44
"193","0500000US06011","Colusa","California",21839,"80.50%","42.88%","0.91%","2.35%","1.26%","0.37%","32.74%","19.50%","60.81%",69619,"73.3","14.3",50
"194","0500000US06013","Contra Costa","California",1165927,"86.84%","43.03%","8.70%","1.03%","18.68%","0.54%","14.85%","13.16%","26.32%",120020,"89.7","44.5",9
"195","0500000US06015","Del Norte","California",27743,"87.60%","61.97%","3.08%","8.77%","3.03%","0.17%","10.58%","12.40%","20.21%",61149,"83.2","17.7",49
"196","0500000US06017","El Dorado","California",191185,"88.52%","76.69%","0.80%","1.01%","4.81%","0.16%","5.04%","11.48%","13.56%",99246,"94.7","38.0",29
"197","0500000US06019","Fresno","California",1008654,"83.80%","37.15%","4.83%","2.19%","11.24%","0.17%","28.24%","16.20%","54.21%",67756,"78.3","23.4",10
"198","0500000US06021","Glenn","California",28917,"86.35%","54.48%","0.61%","3.78%","2.24%","0.17%","25.08%","13.65%","42.94%",64033,"77.8","14.9",48
"199","0500000US06023","Humboldt","California",136463,"88.16%","71.88%","1.38%","6.21%","2.65%","0.33%","5.70%","11.84%","12.55%",57881,"91.3","31.1",35
"200","0500000US06025","Imperial","California",179702,"72.29%","26.45%","2.43%","2.37%","1.70%","0.09%","39.25%","27.71%","85.35%",53847,"71.3","15.9",31
"201","0500000US06027","Inyo","California",19016,"88.81%","61.80%","0.51%","13.00%","1.48%","0.09%","11.92%","11.19%","23.66%",63417,"93.1","29.0",52
"202","0500000US06029","Kern","California",909235,"83.86%","40.88%","5.51%","2.00%","5.14%","0.17%","30.15%","16.14%","55.18%",63883,"76.6","18.3",11
"203","0500000US06031","Kings","California",152486,"84.11%","40.15%","5.92%","2.41%","3.88%","0.27%","31.48%","15.89%","56.15%",68540,"74.5","14.7",33
"204","0500000US06033","Lake","California",68163,"86.88%","68.74%","1.76%","3.46%","1.47%","0.16%","11.29%","13.12%","22.99%",56259,"86.6","18.2",40
"205","0500000US06035","Lassen","California",32730,"92.09%","64.36%","6.96%","3.32%","1.51%","0.87%","15.06%","7.91%","19.91%",59515,"80.5","12.1",47
"206","0500000US06037","Los Angeles","California",10014009,"85.14%","32.55%","7.93%","1.63%","14.98%","0.24%","27.80%","14.86%","48.31%",83411,"80.3","34.6",1
"207","0500000US06039","Madera","California",156255,"83.77%","41.76%","2.94%","4.91%","2.50%","0.11%","31.55%","16.23%","60.07%",73543,"72.1","17.2",32
"208","0500000US06041","Marin","California",262321,"88.68%","68.38%","2.42%","1.52%","6.26%","0.19%","9.91%","11.32%","16.45%",142019,"93.4","61.1",26
"209","0500000US06043","Mariposa","California",17131,"88.14%","78.13%","0.63%","2.90%","1.74%","0.09%","4.65%","11.86%","12.98%",60021,"91.9","28.9",53
"210","0500000US06045","Mendocino","California",91601,"86.83%","64.97%","0.70%","5.11%","1.95%","0.15%","13.95%","13.17%","26.65%",61335,"86.8","24.0",38
"211","0500000US06047","Merced","California",281202,"82.45%","37.17%","3.26%","2.67%","7.37%","0.29%","31.69%","17.55%","62.14%",64772,"71.4","14.6",24
"212","0500000US06049","Modoc","California",8700,"91.51%","77.84%","0.77%","5.13%","0.70%","0.15%","6.92%","8.49%","15.23%",54962,"88.3","23.8",56
"213","0500000US06051","Mono","California",13195,"88.00%","70.85%","0.56%","2.24%","1.24%","0.23%","12.88%","12.00%","27.15%",82038,"87.2","31.7",55
"214","0500000US06053","Monterey","California",439035,"82.13%","36.19%","2.26%","2.91%","6.08%","0.49%","34.20%","17.87%","59.67%",91043,"73.4","27.1",21
"215","0500000US06055","Napa","California",138019,"84.98%","55.18%","1.77%","1.41%","7.79%","0.25%","18.57%","15.02%","34.91%",105809,"84.4","37.8",34
"216","0500000US06057","Nevada","California",102241,"90.12%","83.73%","0.45%","0.99%","1.40%","0.14%","3.42%","9.88%","9.98%",79395,"95.1","38.8",36
"217","0500000US06059","Orange","California",3186989,"85.97%","43.40%","1.69%","1.20%","22.18%","0.28%","17.21%","14.03%","33.81%",109361,"86.8","42.8",3
"218","0500000US06061","Placer","California",404739,"87.92%","71.30%","1.70%","0.88%","8.77%","0.28%","5.00%","12.08%","14.94%",109375,"94.9","42.4",22
"219","0500000US06063","Plumas","California",19790,"90.75%","83.92%","0.52%","2.29%","0.77%","0.22%","3.03%","9.25%","9.90%",67885,"94.1","21.2",51
"220","0500000US06065","Riverside","California",2418185,"83.22%","41.17%","6.47%","1.81%","7.08%","0.34%","26.35%","16.78%","51.00%",84505,"83.1","24.1",4
"221","0500000US06067","Sacramento","California",1585055,"86.65%","45.15%","9.64%","1.18%","17.77%","1.19%","11.71%","13.35%","23.87%",84010,"88.4","32.6",8
"222","0500000US06069","San Benito","California",64209,"82.14%","42.41%","0.99%","2.57%","3.77%","0.27%","32.13%","17.86%","61.94%",104451,"83.7","22.0",42
"223","0500000US06071","San Bernardino","California",2181654,"83.41%","35.88%","8.46%","1.91%","8.36%","0.34%","28.47%","16.59%","55.01%",77423,"81.4","22.4",5
"224","0500000US06073","San Diego","California",3298634,"84.18%","49.51%","4.72%","1.24%","12.45%","0.46%","15.79%","15.82%","34.40%",96974,"88.7","41.0",2
"225","0500000US06075","San Francisco","California",873965,"90.13%","41.35%","5.35%","0.74%","33.93%","0.40%","8.37%","9.87%","15.05%",136689,"88.8","59.8",12
"226","0500000US06077","San Joaquin","California",779233,"85.52%","34.31%","7.74%","1.55%","17.88%","0.71%","23.32%","14.48%","42.53%",82837,"80.2","20.3",14
"227","0500000US06079","San Luis Obispo","California",282424,"86.52%","70.23%","1.63%","1.12%","3.68%","0.15%","9.72%","13.48%","23.35%",90158,"92.1","38.0",23
"228","0500000US06081","San Mateo","California",764442,"87.67%","39.27%","2.05%","0.89%","30.12%","1.22%","14.12%","12.33%","23.60%",149907,"90.6","52.9",15
"229","0500000US06083","Santa Barbara","California",448229,"82.21%","50.14%","1.65%","2.15%","5.92%","0.16%","22.20%","17.79%","46.31%",92332,"82.1","35.7",20
"230","0500000US06085","Santa Clara","California",1936259,"89.18%","32.16%","2.32%","1.14%","39.20%","0.36%","14.00%","10.82%","24.60%",153792,"89.3","55.3",6
"231","0500000US06087","Santa Cruz","California",270861,"85.71%","59.28%","1.16%","1.33%","4.63%","0.14%","19.16%","14.29%","33.94%",104409,"88.7","42.5",25
"232","0500000US06089","Shasta","California",182155,"89.26%","78.45%","1.05%","2.70%","3.28%","0.20%","3.58%","10.74%","10.97%",68347,"91.9","22.8",30
"233","0500000US06091","Sierra","California",3236,"88.01%","83.53%","0.22%","0.74%","0.22%","0.03%","3.28%","11.99%","10.26%",61108,"93.6","23.9",57
"234","0500000US06093","Siskiyou","California",44076,"88.54%","76.23%","1.13%","4.58%","2.01%","0.09%","4.51%","11.46%","13.52%",53898,"90.6","22.0",45
"235","0500000US06095","Solano","California",453491,"85.35%","38.76%","13.71%","1.19%","16.05%","0.92%","14.73%","14.65%","27.83%",97037,"88.9","28.2",19
"236","0500000US06097","Sonoma","California",488863,"86.49%","62.73%","1.56%","1.81%","4.67%","0.38%","15.34%","13.51%","27.95%",99266,"89.2","37.8",17
"237","0500000US06099","Stanislaus","California",552878,"84.69%","46.41%","2.88%","1.91%","6.29%","0.77%","26.43%","15.31%","48.55%",74872,"80.3","18.2",16
"238","0500000US06101","Sutter","California",99633,"87.46%","46.98%","1.99%","1.91%","18.30%","0.32%","17.96%","12.54%","32.11%",72654,"79.6","20.6",37
"239","0500000US06103","Tehama","California",65829,"88.08%","68.25%","0.64%","2.86%","1.56%","0.20%","14.58%","11.92%","26.71%",59029,"87.1","18.2",41
"240","0500000US06105","Trinity","California",16112,"91.58%","72.16%","0.44%","2.71%","13.79%","0.20%","2.28%","8.42%","7.44%",47317,"95.3","19.2",54
"241","0500000US06107","Tulare","California",473117,"81.74%","39.37%","1.41%","2.25%","3.63%","0.15%","34.92%","18.26%","66.15%",64474,"73.5","15.6",18
"242","0500000US06109","Tuolumne","California",55620,"89.80%","79.48%","1.81%","1.77%","1.47%","0.22%","5.05%","10.20%","12.73%",70432,"92.5","24.4",43
"243","0500000US06111","Ventura","California",843843,"82.80%","50.80%","1.82%","1.73%","7.69%","0.20%","20.55%","17.20%","43.50%",102141,"85.4","34.7",13
"244","0500000US06113","Yolo","California",216403,"84.24%","49.59%","2.85%","1.56%","14.04%","0.54%","15.66%","15.76%","32.34%",85097,"87.9","43.3",27
"245","0500000US06115","Yuba","California",81575,"85.57%","57.11%","3.74%","2.15%","7.08%","0.50%","14.99%","14.43%","29.85%",66693,"82.7","17.4",39
"246","0500000US08001","Adams","Colorado",519572,"82.43%","55.76%","3.36%","1.83%","4.48%","0.18%","16.82%","17.57%","41.40%",86297,"84.8","27.2",5
"247","0500000US08003","Alamosa","Colorado",16376,"82.25%","61.49%","1.53%","4.33%","1.10%","0.12%","13.69%","17.75%","48.22%",52271,"89.8","28.2",31
"248","0500000US08005","Arapahoe","Colorado",655070,"87.36%","60.46%","10.81%","1.04%","6.48%","0.27%","8.30%","12.64%","20.18%",92292,"92.2","44.9",3
"249","0500000US08007","Archuleta","Colorado",13359,"88.04%","80.46%","0.31%","1.80%","0.79%","0.04%","4.64%","11.96%","18.70%",66813,"94.5","39.4",34
"250","0500000US08009","Baca","Colorado",3506,"93.38%","86.79%","0.74%","1.20%","0.37%","0.00%","4.28%","6.62%","12.04%",42115,"85.8","24.4",55
"251","0500000US08011","Bent","Colorado",5650,"91.38%","67.81%","4.53%","2.87%","0.92%","0.00%","15.26%","8.62%","32.25%",45776,"83.4","15.5",50
"252","0500000US08013","Boulder","Colorado",330758,"90.02%","77.39%","1.03%","0.76%","4.97%","0.08%","5.79%","9.98%","13.80%",99770,"95.7","63.2",8
"253","0500000US08014","Broomfield","Colorado",74112,"89.07%","76.01%","1.33%","0.59%","6.94%","0.12%","4.07%","10.93%","13.15%",117541,"96.3","58.4",12
"254","0500000US08015","Chaffee","Colorado",19476,"92.97%","85.71%","1.52%","0.95%","0.70%","0.07%","4.02%","7.03%","10.10%",65703,"93.0","41.4",26
"255","0500000US08017","Cheyenne","Colorado",1748,"93.59%","87.76%","0.06%","0.74%","0.23%","0.00%","4.81%","6.41%","11.78%",65577,"93.0","23.4",59
"256","0500000US08019","Clear Creek","Colorado",9397,"92.60%","88.57%","0.55%","0.78%","0.88%","0.10%","1.72%","7.40%","7.90%",87169,"96.6","55.0",39
"257","0500000US08021","Conejos","Colorado",7461,"84.68%","67.62%","0.36%","2.24%","0.28%","0.03%","14.15%","15.32%","51.87%",44093,"89.8","24.6",41
"258","0500000US08023","Costilla","Colorado",3499,"71.65%","52.21%","1.14%","1.89%","1.60%","0.00%","14.80%","28.35%","60.47%",34578,"88.3","23.7",56
"259","0500000US08025","Crowley","Colorado",5922,"93.58%","63.27%","8.73%","3.04%","1.25%","0.03%","17.26%","6.42%","32.03%",40685,"81.0","12.7",47
"260","0500000US08027","Custer","Colorado",4704,"94.52%","90.97%","0.23%","1.13%","0.49%","0.00%","1.70%","5.48%","6.65%",66250,"96.9","36.5",53
"261","0500000US08029","Delta","Colorado",31196,"91.58%","83.72%","0.46%","0.94%","0.78%","0.03%","5.64%","8.42%","15.51%",56349,"90.0","24.5",18
"262","0500000US08031","Denver","Colorado",715522,"86.48%","60.65%","8.95%","1.48%","3.90%","0.21%","11.29%","13.52%","29.00%",85853,"90.5","54.2",2
"263","0500000US08033","Dolores","Colorado",2326,"91.36%","86.89%","0.77%","1.81%","0.26%","0.17%","1.46%","8.64%","13.71%",64708,"95.3","26.3",58
"264","0500000US08035","Douglas","Colorado",357978,"90.53%","80.73%","1.44%","0.51%","5.60%","0.10%","2.15%","9.47%","9.54%",139010,"97.9","60.0",7
"265","0500000US08037","Eagle","Colorado",55731,"85.79%","71.04%","0.61%","0.89%","1.30%","0.08%","11.86%","14.21%","29.39%",98887,"92.4","51.8",14
"266","0500000US08039","Elbert","Colorado",26062,"91.70%","87.55%","0.47%","0.70%","0.72%","0.08%","2.18%","8.30%","8.35%",124360,"96.7","35.6",21
"267","0500000US08041","El Paso","Colorado",730395,"87.20%","70.77%","6.00%","1.03%","3.08%","0.42%","5.90%","12.80%","18.21%",82748,"94.8","40.2",1
"268","0500000US08043","Fremont","Colorado",48939,"93.07%","81.66%","3.78%","1.74%","0.69%","0.06%","5.14%","6.93%","13.70%",56165,"89.8","20.2",16
"269","0500000US08045","Garfield","Colorado",61685,"86.64%","68.15%","0.54%","1.41%","0.67%","0.06%","15.81%","13.36%","29.54%",82772,"89.3","33.7",13
"270","0500000US08047","Gilpin","Colorado",5808,"92.08%","87.41%","0.65%","1.02%","1.62%","0.07%","1.31%","7.92%","9.66%",95902,"94.4","43.9",48
"271","0500000US08049","Grand","Colorado",15717,"93.89%","87.62%","0.41%","0.51%","0.57%","0.11%","4.67%","6.11%","9.82%",79367,"94.7","37.8",32
"272","0500000US08051","Gunnison","Colorado",16918,"93.06%","86.61%","0.52%","1.20%","0.72%","0.04%","3.97%","6.94%","10.02%",76538,"98.3","59.3",30
"273","0500000US08053","Hinsdale","Colorado",788,"92.64%","89.59%","1.02%","0.76%","0.38%","0.13%","0.76%","7.36%","2.79%",58712,"98.5","44.6",63
"274","0500000US08055","Huerfano","Colorado",6820,"85.04%","73.27%","0.95%","2.57%","0.45%","0.00%","7.80%","14.96%","33.46%",49631,"92.9","26.1",44
"275","0500000US08057","Jackson","Colorado",1379,"91.88%","86.95%","0.00%","1.02%","0.15%","0.15%","3.63%","8.12%","11.97%",38686,"85.7","27.5",61
"276","0500000US08059","Jefferson","Colorado",582910,"89.20%","79.05%","1.26%","1.04%","3.11%","0.09%","4.65%","10.80%","15.70%",103167,"95.2","49.1",4
"277","0500000US08061","Kiowa","Colorado",1446,"91.56%","89.21%","0.28%","0.00%","0.62%","0.07%","1.38%","8.44%","5.67%",45250,"91.2","18.0",60
"278","0500000US08063","Kit Carson","Colorado",7087,"89.91%","79.71%","0.34%","0.63%","0.44%","0.14%","8.65%","10.09%","18.81%",58992,"87.7","18.0",43
"279","0500000US08065","Lake","Colorado",7436,"85.03%","67.19%","0.51%","2.11%","0.90%","0.11%","14.21%","14.97%","30.51%",78942,"94.3","39.2",42
"280","0500000US08067","La Plata","Colorado",55638,"90.99%","79.74%","0.37%","6.01%","0.71%","0.06%","4.10%","9.01%","13.11%",81936,"95.8","47.0",15
"281","0500000US08069","Larimer","Colorado",359066,"90.61%","82.43%","1.06%","0.80%","2.38%","0.09%","3.84%","9.39%","12.23%",87199,"96.3","50.9",6
"282","0500000US08071","Las Animas","Colorado",14555,"84.86%","68.95%","1.45%","2.52%","0.80%","0.13%","11.01%","15.14%","40.45%",48965,"88.5","16.5",33
"283","0500000US08073","Lincoln","Colorado",5675,"93.59%","77.48%","4.85%","1.32%","0.83%","0.42%","8.69%","6.41%","14.57%",59167,"88.7","22.7",49
"284","0500000US08075","Logan","Colorado",21528,"93.02%","80.18%","3.55%","1.07%","0.59%","0.11%","7.52%","6.98%","16.65%",54864,"91.1","19.7",25
"285","0500000US08077","Mesa","Colorado",155703,"90.27%","82.19%","0.74%","1.11%","1.08%","0.13%","5.02%","9.73%","15.18%",68077,"92.3","30.0",11
"286","0500000US08079","Mineral","Colorado",865,"92.60%","91.21%","0.35%","0.69%","0.35%","0.00%","0.00%","7.40%","2.43%",58929,"97.8","57.7",62
"287","0500000US08081","Moffat","Colorado",13292,"89.90%","81.79%","0.58%","1.17%","0.41%","0.02%","5.94%","10.10%","16.46%",63983,"91.3","20.5",35
"288","0500000US08083","Montezuma","Colorado",25849,"91.48%","73.34%","0.31%","12.93%","0.55%","0.11%","4.24%","8.52%","13.09%",61377,"91.3","30.1",22
"289","0500000US08085","Montrose","Colorado",42679,"89.97%","78.25%","0.42%","1.35%","0.79%","0.08%","9.07%","10.03%","20.92%",62817,"89.3","27.7",17
"290","0500000US08087","Morgan","Colorado",29111,"86.40%","65.90%","3.35%","1.39%","0.54%","0.04%","15.19%","13.60%","36.77%",70471,"82.7","17.7",20
"291","0500000US08089","Otero","Colorado",18690,"84.93%","68.74%","0.88%","2.01%","0.54%","0.15%","12.61%","15.07%","42.63%",47500,"88.0","18.3",27
"292","0500000US08091","Ouray","Colorado",4874,"93.41%","90.19%","0.33%","0.33%","0.57%","0.08%","1.91%","6.59%","4.23%",78750,"97.5","49.6",51
"293","0500000US08093","Park","Colorado",17390,"92.16%","88.09%","0.54%","0.96%","0.60%","0.05%","1.93%","7.84%","6.75%",85019,"97.6","35.5",28
"294","0500000US08095","Phillips","Colorado",4530,"89.96%","77.26%","0.42%","1.15%","0.49%","0.04%","10.60%","10.04%","27.99%",58474,"89.1","26.3",54
"295","0500000US08097","Pitkin","Colorado",17358,"92.86%","85.25%","0.61%","0.44%","1.67%","0.08%","4.82%","7.14%","10.74%",96123,"98.2","63.1",29
"296","0500000US08099","Prowers","Colorado",11999,"87.24%","67.76%","0.91%","2.29%","0.26%","0.05%","15.97%","12.76%","39.38%",49422,"85.5","18.2",36
"297","0500000US08101","Pueblo","Colorado",168162,"82.35%","64.70%","2.17%","2.30%","1.03%","0.12%","12.03%","17.65%","43.62%",59436,"90.0","24.1",10
"298","0500000US08103","Rio Blanco","Colorado",6529,"93.11%","87.29%","0.52%","0.89%","0.34%","0.03%","4.04%","6.89%","11.04%",69882,"92.2","23.8",45
"299","0500000US08105","Rio Grande","Colorado",11539,"85.15%","70.14%","0.53%","2.50%","0.36%","0.08%","11.54%","14.85%","44.08%",57591,"90.1","31.3",37
